Site;X;Y;CellName;AZIMUT
S02344;162856;444697;08L023442;150
S02344;162856;444697;08L023443;270
S02345;161457;469699;08L023451;30
S02345;161457;469699;08L023452;150
S02345;161457;469699;08L023453;270
S02347;173200;465800;08L023471;90
S02347;173200;465800;08L023472;210
S02347;173200;465800;08L023473;330
S02348;191507;426368;08L023481;40
S02348;191507;426368;08L023482;160
S02348;191507;426368;08L023483;280
S02350;150302;463649;08L023501;120
S02350;150302;463649;08L023502;240
S02350;150302;463649;08L023503;0
S02351;80499;429871;08L023511;60
S02351;80499;429871;08L023512;160
S02351;80499;429871;08L023513;300
S02352;140959;469983;08L023521;60
S02352;140959;469983;08L023522;180
S02352;140959;469983;08L023523;300
S02353;83131;427349;08L023531;60
S02353;83131;427349;08L023532;180
S02353;83131;427349;08L023533;300
S02354;81584;427675;08L023541;80
S02354;81584;427675;08L023542;170
S02354;81584;427675;08L023543;270
S02355;84641;430692;08L023551;60
S02355;84641;430692;08L023552;180
S02355;84641;430692;08L023553;300
S02356;83861;430363;08L023561;60
S02356;83861;430363;08L023562;180
S02356;83861;430363;08L023563;300
S02357;118000;459400;08L023571;30
S02357;118000;459400;08L023572;150
S02357;118000;459400;08L023573;270
S02358;91759;441482;08L023581;60
S02358;91759;441482;08L023582;240
S02358;91759;441482;08L023583;0
S02359;130010;455715;08L023591;60
S02359;130010;455715;08L023592;180
S02359;130010;455715;08L023593;300
S02360;96561;439850;08L023601;90
S02360;96561;439850;08L023602;220
S02360;96561;439850;08L023603;330
S02362;138985;454225;08L023621;60
S02362;138985;454225;08L023622;180
S02362;138985;454225;08L023623;300
S02365;158070;451440;08L023651;60
S02365;158070;451440;08L023652;180
S02365;158070;451440;08L023653;300
S02367;153180;449095;08L023671;60
S02367;153180;449095;08L023672;180
S02367;153180;449095;08L023673;300
S02368;140625;452525;08L023681;60
S02368;140625;452525;08L023682;180
S02368;140625;452525;08L023683;300
S02369;178642;424027;08L023691;90
S02369;178642;424027;08L023692;210
S02369;178642;424027;08L023693;330
S02372;255841;471772;08L023721;90
S02372;255841;471772;08L023722;210
S02372;255841;471772;08L023723;330
S02373;147700;439970;08L023731;60
S02373;147700;439970;08L023732;160
S02373;147700;439970;08L023733;270
S02374;258931;471596;08L023741;80
S02374;258931;471596;08L023742;200
S02374;258931;471596;08L023743;320
S02375;140849;435885;08L023751;90
S02375;140849;435885;08L023752;210
S02375;140849;435885;08L023753;325
S02376;146709;433772;08L023761;60
S02376;146709;433772;08L023762;180
S02376;146709;433772;08L023763;300
S02378;99776;437510;08L023781;50
S02378;99776;437510;08L023782;150
S02378;99776;437510;08L023783;320
S02379;102043;437447;08L023791;120
S02379;102043;437447;08L023792;270
S02379;102043;437447;08L023793;0
S02380;88925;470125;08L023803;350
S02381;101020;433778;08L023811;60
S02381;101020;433778;08L023812;180
S02381;101020;433778;08L023813;300
S02382;100829;431515;08L023821;30
S02382;100829;431515;08L023822;180
S02382;100829;431515;08L023823;270
S02384;103491;450107;08L023841;120
S02384;103491;450107;08L023842;240
S02384;103491;450107;08L023843;0
S02385;109914;457855;08L023851;40
S02385;109914;457855;08L023852;160
S02385;109914;457855;08L023853;280
S02387;88847;459181;08L023871;130
S02387;88847;459181;08L023872;230
S02387;88847;459181;08L023873;25
S02391;106976;424011;08L023911;90
S02391;106976;424011;08L023912;210
S02391;106976;424011;08L023913;330
S02393;105288;421972;08L023931;100
S02393;105288;421972;08L023932;200
S02393;105288;421972;08L023933;0
S02394;112517;426221;08L023941;90
S02394;112517;426221;08L023942;210
S02394;112517;426221;08L023943;330
S02396;75571;447052;08L023961;50
S02396;75571;447052;08L023962;160
S02396;75571;447052;08L023963;310
S02397;97211;431228;08L023971;60
S02397;97211;431228;08L023972;180
S02397;97211;431228;08L023973;300
S02398;95489;433233;08L023981;60
S02398;95489;433233;08L023982;180
S02398;95489;433233;08L023983;300
S02400;96724;447727;08L024001;120
S02400;96724;447727;08L024002;225
S02400;96724;447727;08L024003;345
S02401;124773;403548;08L024011;150
S02401;124773;403548;08L024012;270
S02401;124773;403548;08L024013;0
S02403;123045;403351;08L024031;60
S02403;123045;403351;08L024032;180
S02403;123045;403351;08L024033;300
S02406;47086;371598;08L024061;60
S02406;47086;371598;08L024062;180
S02406;47086;371598;08L024063;300
S02407;77450;432700;08L024071;30
S02407;77450;432700;08L024072;150
S02407;77450;432700;08L024073;270
S02408;47895;371755;08L024081;90
S02408;47895;371755;08L024082;210
S02408;47895;371755;08L024083;330
S02411;107241;406547;08L024111;60
S02411;107241;406547;08L024112;180
S02411;107241;406547;08L024113;300
S02412;51424;392605;08L024121;60
S02412;51424;392605;08L024122;180
S02412;51424;392605;08L024123;300
S02413;95550;431075;08L024131;60
S02413;95550;431075;08L024132;180
S02413;95550;431075;08L024133;300
S02414;85253;431579;08L024141;60
S02414;85253;431579;08L024142;180
S02414;85253;431579;08L024143;300
S02415;52417;408390;08L024151;60
S02415;52417;408390;08L024152;180
S02415;52417;408390;08L024153;300
S02416;117219;483655;08L024161;90
S02416;117219;483655;08L024162;210
S02416;117219;483655;08L024163;300
S02417;110540;411658;08L024171;90
S02417;110540;411658;08L024172;180
S02417;110540;411658;08L024173;300
S02418;102603;415746;08L024181;120
S02418;102603;415746;08L024182;240
S02418;102603;415746;08L024183;0
S02419;103928;419527;08L024191;120
S02419;103928;419527;08L024192;240
S02419;103928;419527;08L024193;0
S02421;114860;423300;08L024211;60
S02421;114860;423300;08L024212;180
S02421;114860;423300;08L024213;300
S02424;131741;423353;08L024241;60
S02424;131741;423353;08L024242;180
S02424;131741;423353;08L024243;300
S02425;124220;425900;08L024251;120
S02425;124220;425900;08L024252;240
S02425;124220;425900;08L024253;0
S02426;128029;428550;08L024261;60
S02426;128029;428550;08L024262;180
S02426;128029;428550;08L024263;300
S02427;125679;431309;08L024271;60
S02427;125679;431309;08L024272;180
S02427;125679;431309;08L024273;300
S02428;95069;400605;08L024281;120
S02428;95069;400605;08L024282;240
S02428;95069;400605;08L024283;0
S02429;93819;444771;08L024291;50
S02429;93819;444771;08L024292;170
S02429;93819;444771;08L024293;300
S02432;102770;429937;08L024321;80
S02432;102770;429937;08L024322;200
S02432;102770;429937;08L024323;320
S02433;86674;426389;08L024331;60
S02433;86674;426389;08L024332;195
S02433;86674;426389;08L024333;300
S02434;89375;426234;08L024341;60
S02434;89375;426234;08L024342;180
S02434;89375;426234;08L024343;300
S02435;105850;461760;08L024351;120
S02435;105850;461760;08L024352;260
S02435;105850;461760;08L024353;350
S02437;113462;446146;08L024371;50
S02437;113462;446146;08L024372;180
S02437;113462;446146;08L024373;280
S02438;98427;470322;08L024381;30
S02438;98427;470322;08L024382;180
S02438;98427;470322;08L024383;290
S02440;33898;390754;08L024401;60
S02440;33898;390754;08L024402;180
S02440;33898;390754;08L024403;300
S02443;61997;367589;08L024431;110
S02443;61997;367589;08L024432;230
S02443;61997;367589;08L024433;330
S02444;104522;445960;08L024441;100
S02444;104522;445960;08L024442;220
S02444;104522;445960;08L024443;0
S02445;102390;447789;08L024451;60
S02445;102390;447789;08L024452;180
S02445;102390;447789;08L024453;300
S02447;108451;450574;08L024471;30
S02447;108451;450574;08L024472;150
S02447;108451;450574;08L024473;250
S02448;111400;453640;08L024481;100
S02448;111400;453640;08L024482;220
S02448;111400;453640;08L024483;340
S02449;198329;351992;08L024491;30
S02449;198329;351992;08L024492;150
S02449;198329;351992;08L024493;270
S02450;79035;454429;08L024501;120
S02450;79035;454429;08L024502;240
S02450;79035;454429;08L024503;0
S02451;80237;452839;08L024511;120
S02451;80237;452839;08L024512;240
S02451;80237;452839;08L024513;0
S02454;83998;452989;08L024541;120
S02454;83998;452989;08L024542;240
S02454;83998;452989;08L024543;0
S02455;75299;446137;08L024551;90
S02455;75299;446137;08L024552;210
S02455;75299;446137;08L024553;330
S02456;78685;378963;08L024561;70
S02456;78685;378963;08L024562;160
S02456;78685;378963;08L024563;330
S02459;118195;487711;08L024591;90
S02459;118195;487711;08L024592;210
S02459;118195;487711;08L024593;0
S02462;93642;451191;08L024621;40
S02462;93642;451191;08L024622;160
S02462;93642;451191;08L024623;280
S02463;105770;459030;08L024631;40
S02463;105770;459030;08L024632;160
S02463;105770;459030;08L024633;280
S02464;119949;489963;08L024641;90
S02464;119949;489963;08L024642;210
S02464;119949;489963;08L024643;330
S02465;104552;500287;08L024651;60
S02465;104552;500287;08L024652;180
S02465;104552;500287;08L024653;300
S02468;103138;467727;08L024681;30
S02468;103138;467727;08L024682;190
S02468;103138;467727;08L024683;290
S02469;103954;453524;08L024691;60
S02469;103954;453524;08L024692;180
S02469;103954;453524;08L024693;300
S02471;107452;446755;08L024711;60
S02471;107452;446755;08L024712;180
S02471;107452;446755;08L024713;270
S02472;94650;456070;08L024721;60
S02472;94650;456070;08L024722;180
S02472;94650;456070;08L024723;300
S02473;94542;459229;08L024731;60
S02473;94542;459229;08L024732;180
S02473;94542;459229;08L024733;300
S02475;97925;475325;08L024751;60
S02475;97925;475325;08L024752;180
S02475;97925;475325;08L024753;300
S02476;88400;462625;08L024761;90
S02476;88400;462625;08L024762;210
S02476;88400;462625;08L024763;330
S02477;88099;461647;08L024771;70
S02477;88099;461647;08L024772;230
S02477;88099;461647;08L024773;330
S02479;76869;447944;08L024791;120
S02479;76869;447944;08L024792;240
S02479;76869;447944;08L024793;0
S02482;77144;443719;08L024821;90
S02482;77144;443719;08L024822;210
S02482;77144;443719;08L024823;330
S02483;74587;445374;08L024831;90
S02483;74587;445374;08L024832;210
S02483;74587;445374;08L024833;330
S02484;71262;446646;08L024841;90
S02484;71262;446646;08L024842;210
S02484;71262;446646;08L024843;330
S02486;118056;412819;08L024861;120
S02486;118056;412819;08L024862;240
S02486;118056;412819;08L024863;0
S02487;83050;451300;08L024871;120
S02487;83050;451300;08L024872;240
S02487;83050;451300;08L024873;0
S02489;90247;457273;08L024891;50
S02489;90247;457273;08L024892;230
S02489;90247;457273;08L024893;320
S02490;106600;426950;08L024901;90
S02490;106600;426950;08L024902;210
S02490;106600;426950;08L024903;330
S02493;116874;437757;08L024931;30
S02493;116874;437757;08L024932;150
S02493;116874;437757;08L024933;250
S02494;133010;411359;08L024941;30
S02494;133010;411359;08L024942;150
S02494;133010;411359;08L024943;270
S02495;81071;443460;08L024951;120
S02495;81071;443460;08L024952;240
S02495;81071;443460;08L024953;0
S02496;132318;409523;08L024961;60
S02496;132318;409523;08L024962;180
S02496;132318;409523;08L024963;300
S02497;118684;400679;08L024971;120
S02497;118684;400679;08L024972;240
S02497;118684;400679;08L024973;0
S02498;125662;427090;08L024981;90
S02498;125662;427090;08L024982;210
S02498;125662;427090;08L024983;330
S02499;127872;430193;08L024991;60
S02499;127872;430193;08L024992;180
S02499;127872;430193;08L024993;300
S02500;117078;426160;08L025001;60
S02500;117078;426160;08L025002;180
S02500;117078;426160;08L025003;300
S02501;112665;564765;08L025011;90
S02501;112665;564765;08L025012;210
S02501;112665;564765;08L025013;330
S02502;102239;497465;08L025021;90
S02502;102239;497465;08L025022;210
S02502;102239;497465;08L025023;330
S02504;122350;490890;08L025041;80
S02504;122350;490890;08L025042;200
S02504;122350;490890;08L025043;320
S02506;181455;551084;08L025061;60
S02506;181455;551084;08L025062;180
S02506;181455;551084;08L025063;300
S02508;85651;447761;08L025081;120
S02508;85651;447761;08L025082;240
S02508;85651;447761;08L025083;0
S02511;127555;424729;08L025111;60
S02511;127555;424729;08L025112;180
S02511;127555;424729;08L025113;300
S02513;179019;536643;08L025131;140
S02513;179019;536643;08L025132;260
S02513;179019;536643;08L025133;0
S02515;169622;553486;08L025151;90
S02515;169622;553486;08L025152;180
S02515;169622;553486;08L025153;0
S02516;181271;525432;08L025161;60
S02516;181271;525432;08L025162;180
S02516;181271;525432;08L025163;310
S02518;176557;519288;08L025181;140
S02518;176557;519288;08L025182;250
S02518;176557;519288;08L025183;0
S02520;173930;515372;08L025201;120
S02520;173930;515372;08L025202;240
S02520;173930;515372;08L025203;0
S02525;39350;411477;08L025251;60
S02525;39350;411477;08L025252;180
S02525;39350;411477;08L025253;300
S02526;104958;494508;08L025261;90
S02526;104958;494508;08L025262;210
S02526;104958;494508;08L025263;330
S02528;120831;402709;08L025281;120
S02528;120831;402709;08L025282;240
S02528;120831;402709;08L025283;0
S02529;128983;397082;08L025291;60
S02529;128983;397082;08L025292;180
S02529;128983;397082;08L025293;300
S02530;108385;394385;08L025301;60
S02530;108385;394385;08L025302;180
S02530;108385;394385;08L025303;300
S02532;116650;392650;08L025321;90
S02532;116650;392650;08L025322;210
S02532;116650;392650;08L025323;330
S02535;122870;392789;08L025351;90
S02535;122870;392789;08L025352;210
S02535;122870;392789;08L025353;330
S02536;183751;517543;08L025361;120
S02536;183751;517543;08L025362;240
S02536;183751;517543;08L025363;0
S02537;205711;533900;08L025371;110
S02537;205711;533900;08L025372;210
S02537;205711;533900;08L025373;320
S02538;203711;534125;08L025381;120
S02538;203711;534125;08L025382;240
S02538;203711;534125;08L025383;0
S02539;200589;538116;08L025391;120
S02539;200589;538116;08L025392;240
S02539;200589;538116;08L025393;0
S02540;97084;390899;08L025401;30
S02540;97084;390899;08L025402;150
S02540;97084;390899;08L025403;270
S02542;196012;544264;08L025421;80
S02542;196012;544264;08L025422;190
S02542;196012;544264;08L025423;330
S02543;44190;398117;08L025431;120
S02543;44190;398117;08L025432;240
S02543;44190;398117;08L025433;0
S02544;194912;547849;08L025441;60
S02544;194912;547849;08L025442;180
S02544;194912;547849;08L025443;300
S02545;188830;445760;08L025451;60
S02545;188830;445760;08L025452;180
S02545;188830;445760;08L025453;300
S02546;53889;362537;08L025461;140
S02546;53889;362537;08L025462;260
S02546;53889;362537;08L025463;20
S02547;68521;371255;08L025471;60
S02547;68521;371255;08L025472;180
S02547;68521;371255;08L025473;300
S02548;189512;444871;08L025481;30
S02548;189512;444871;08L025482;180
S02548;189512;444871;08L025483;300
S02550;203111;512423;08L025501;70
S02550;203111;512423;08L025502;190
S02550;203111;512423;08L025503;270
S02552;142400;406400;08L025521;60
S02552;142400;406400;08L025522;180
S02552;142400;406400;08L025523;300
S02554;193274;442126;08L025541;70
S02554;193274;442126;08L025542;180
S02554;193274;442126;08L025543;300
S02555;120260;491804;08L025551;90
S02555;120260;491804;08L025552;210
S02555;120260;491804;08L025553;330
S02556;191375;443500;08L025561;60
S02556;191375;443500;08L025562;180
S02556;191375;443500;08L025563;300
S02557;201880;517699;08L025571;30
S02557;201880;517699;08L025572;150
S02557;201880;517699;08L025573;270
S02558;123018;492123;08L025581;120
S02558;123018;492123;08L025582;240
S02558;123018;492123;08L025583;330
S02562;126846;487175;08L025621;140
S02562;126846;487175;08L025622;240
S02562;126846;487175;08L025623;350
S02563;105613;514893;08L025631;60
S02563;105613;514893;08L025632;180
S02563;105613;514893;08L025633;300
S02564;106530;506841;08L025641;60
S02564;106530;506841;08L025642;180
S02564;106530;506841;08L025643;300
S02566;119830;486595;08L025661;90
S02566;119830;486595;08L025662;210
S02566;119830;486595;08L025663;330
S02568;190031;440951;08L025681;60
S02568;190031;440951;08L025682;180
S02568;190031;440951;08L025683;300
S02569;118546;494999;08L025691;110
S02569;118546;494999;08L025692;210
S02569;118546;494999;08L025693;330
S02571;205715;551021;08L025711;90
S02571;205715;551021;08L025712;210
S02571;205715;551021;08L025713;330
S02574;170912;519501;08L025741;60
S02574;170912;519501;08L025742;180
S02574;170912;519501;08L025743;300
S02575;160444;375050;08L025751;30
S02575;160444;375050;08L025752;180
S02575;160444;375050;08L025753;290
S02576;161059;369380;08L025761;60
S02576;161059;369380;08L025762;180
S02576;161059;369380;08L025763;300
S02578;191889;444391;08L025781;60
S02578;191889;444391;08L025782;180
S02578;191889;444391;08L025783;300
S02579;182851;446387;08L025791;70
S02579;182851;446387;08L025792;200
S02579;182851;446387;08L025793;295
S02580;174146;540673;08L025801;90
S02580;174146;540673;08L025802;210
S02580;174146;540673;08L025803;330
S02581;116000;545220;08L025811;60
S02581;116000;545220;08L025812;205
S02581;116000;545220;08L025813;300
S02582;176325;384300;08L025821;60
S02582;176325;384300;08L025822;180
S02582;176325;384300;08L025823;300
S02583;178132;436711;08L025831;30
S02583;178132;436711;08L025832;150
S02583;178132;436711;08L025833;270
S02586;130790;545015;08L025861;100
S02586;130790;545015;08L025862;190
S02586;130790;545015;08L025863;10
S02587;130348;540997;08L025871;100
S02587;130348;540997;08L025872;200
S02587;130348;540997;08L025873;0
S02588;174700;425050;08L025881;60
S02588;174700;425050;08L025882;180
S02588;174700;425050;08L025883;300
S02589;129369;535554;08L025891;30
S02589;129369;535554;08L025892;150
S02589;129369;535554;08L025893;270
S02590;193950;361280;08L025901;90
S02590;193950;361280;08L025902;210
S02590;193950;361280;08L025903;330
S02591;194069;348790;08L025911;140
S02591;194069;348790;08L025912;260
S02591;194069;348790;08L025913;20
S02593;185658;329580;08L025931;30
S02593;185658;329580;08L025932;150
S02593;185658;329580;08L025933;270
S02594;166525;419015;08L025941;90
S02594;166525;419015;08L025942;210
S02594;166525;419015;08L025943;330
S02596;186375;317240;08L025961;60
S02596;186375;317240;08L025962;180
S02596;186375;317240;08L025963;300
S02597;112200;539300;08L025971;30
S02597;112200;539300;08L025972;150
S02597;112200;539300;08L025973;270
S02599;118335;528281;08L025991;90
S02599;118335;528281;08L025992;195
S02599;118335;528281;08L025993;320
S02600;200550;431165;08L026001;30
S02600;200550;431165;08L026002;160
S02600;200550;431165;08L026003;270
S02602;225709;551012;08L026021;45
S02602;225709;551012;08L026022;165
S02602;225709;551012;08L026023;285
S02604;117450;496540;08L026041;110
S02604;117450;496540;08L026042;210
S02604;117450;496540;08L026043;330
S02605;78375;438900;08L026051;65
S02605;78375;438900;08L026052;155
S02605;78375;438900;08L026053;335
S02607;116705;501257;08L026071;70
S02607;116705;501257;08L026072;190
S02607;116705;501257;08L026073;310
S02609;203802;375697;08L026091;90
S02609;203802;375697;08L026092;210
S02609;203802;375697;08L026093;330
S02610;104757;488114;08L026101;60
S02610;104757;488114;08L026102;180
S02610;104757;488114;08L026103;300
S02614;111543;515513;08L026141;90
S02614;111543;515513;08L026142;210
S02614;111543;515513;08L026143;330
S02616;189897;424175;08L026161;130
S02616;189897;424175;08L026162;240
S02616;189897;424175;08L026163;330
S02618;171533;478351;08L026181;120
S02618;171533;478351;08L026182;240
S02618;171533;478351;08L026183;0
S02619;104428;495621;08L026191;60
S02619;104428;495621;08L026192;180
S02619;104428;495621;08L026193;300
S02620;125054;492728;08L026201;90
S02620;125054;492728;08L026202;190
S02620;125054;492728;08L026203;0
S02621;127908;501851;08L026211;60
S02621;127908;501851;08L026212;180
S02621;127908;501851;08L026213;300
S02622;193257;402753;08L026221;120
S02622;193257;402753;08L026222;240
S02622;193257;402753;08L026223;0
S02623;188370;428360;08L026231;60
S02623;188370;428360;08L026232;180
S02623;188370;428360;08L026233;300
S02624;175125;442310;08L026241;90
S02624;175125;442310;08L026242;240
S02624;175125;442310;08L026243;0
S02625;105701;498355;08L026251;60
S02625;105701;498355;08L026252;180
S02625;105701;498355;08L026253;300
S02627;201540;397780;08L026271;30
S02627;201540;397780;08L026272;150
S02627;201540;397780;08L026273;270
S02628;199300;391350;08L026281;30
S02628;199300;391350;08L026281c;30
S02628;199300;391350;08L026282;160
S02628;199300;391350;08L026282c;160
S02628;199300;391350;08L026283;270
S02628;199300;391350;08L026283c;270
S02632;100881;483079;08L026321;30
S02632;100881;483079;08L026322;140
S02632;100881;483079;08L026323;230
S02634;78995;389705;08L026341;140
S02634;78995;389705;08L026342;260
S02634;78995;389705;08L026343;20
S02635;187186;428268;08L026351;60
S02635;187186;428268;08L026352;180
S02635;187186;428268;08L026353;300
S02636;113019;514645;08L026361;100
S02636;113019;514645;08L026362;220
S02636;113019;514645;08L026363;340
S02637;228684;580372;08L026371;90
S02637;228684;580372;08L026372;250
S02637;228684;580372;08L026373;340
S02638;187900;428220;08L026381;60
S02638;187900;428220;08L026382;180
S02638;187900;428220;08L026383;300
S02639;199778;352713;08L026391;40
S02639;199778;352713;08L026392;170
S02639;199778;352713;08L026393;280
S02640;206950;350950;08L026401;70
S02640;206950;350950;08L026402;240
S02640;206950;350950;08L026403;330
S02641;107422;507266;08L026411;90
S02641;107422;507266;08L026412;210
S02641;107422;507266;08L026413;330
S02642;187375;427175;08L026421;60
S02642;187375;427175;08L026422;180
S02642;187375;427175;08L026423;300
S02645;207229;394489;08L026451;60
S02645;207229;394489;08L026452;180
S02645;207229;394489;08L026453;300
S02646;192922;398279;08L026461;90
S02646;192922;398279;08L026462;210
S02646;192922;398279;08L026463;330
S02648;182958;404610;08L026481;60
S02648;182958;404610;08L026482;180
S02648;182958;404610;08L026483;300
S02649;107285;513530;08L026491;60
S02649;107285;513530;08L026492;180
S02649;107285;513530;08L026493;300
S02650;112291;545257;08L026501;120
S02650;112291;545257;08L026502;240
S02650;112291;545257;08L026503;0
S02651;170652;400927;08L026511;60
S02651;170652;400927;08L026512;180
S02651;170652;400927;08L026513;300
S02654;159250;402700;08L026541;110
S02654;159250;402700;08L026542;230
S02654;159250;402700;08L026543;350
S02656;117347;497846;08L026561;90
S02656;117347;497846;08L026562;210
S02656;117347;497846;08L026563;330
S02658;163690;409814;08L026581;60
S02658;163690;409814;08L026582;180
S02658;163690;409814;08L026583;300
S02660;133043;519606;08L026601;60
S02660;133043;519606;08L026602;180
S02660;133043;519606;08L026603;300
S02661;132944;517861;08L026611;90
S02661;132944;517861;08L026612;210
S02661;132944;517861;08L026613;330
S02662;186190;426770;08L026621;60
S02662;186190;426770;08L026622;180
S02662;186190;426770;08L026623;300
S02663;185867;424845;08L026631;60
S02663;185867;424845;08L026632;180
S02663;185867;424845;08L026633;300
S02664;129534;516537;08L026641;60
S02664;129534;516537;08L026642;180
S02664;129534;516537;08L026643;300
S02665;201006;566381;08L026651;60
S02665;201006;566381;08L026652;210
S02665;201006;566381;08L026653;310
S02666;199375;568550;08L026661;60
S02666;199375;568550;08L026662;180
S02666;199375;568550;08L026663;300
S02667;184175;428100;08L026671;60
S02667;184175;428100;08L026672;180
S02667;184175;428100;08L026673;300
S02669;181075;428600;08L026691;60
S02669;181075;428600;08L026692;180
S02669;181075;428600;08L026693;300
S02670;114673;548597;08L026701;90
S02670;114673;548597;08L026702;210
S02670;114673;548597;08L026703;330
S02673;113744;551282;08L026731;60
S02673;113744;551282;08L026732;180
S02673;113744;551282;08L026733;300
S02674;111797;552507;08L026741;70
S02674;111797;552507;08L026742;180
S02674;111797;552507;08L026743;300
S02675;242292;446823;08L026751;90
S02675;242292;446823;08L026752;210
S02675;242292;446823;08L026753;330
S02678;250500;440500;08L026781;100
S02678;250500;440500;08L026782;210
S02678;250500;440500;08L026783;320
S02679;250071;445631;08L026791;60
S02679;250071;445631;08L026792;180
S02679;250071;445631;08L026793;300
S02683;135624;458027;08L026831;60
S02683;135624;458027;08L026832;180
S02683;135624;458027;08L026833;300
S02684;134258;458010;08L026841;60
S02684;134258;458010;08L026842;180
S02684;134258;458010;08L026843;300
S02685;132732;459450;08L026851;120
S02685;132732;459450;08L026852;250
S02685;132732;459450;08L026853;20
S02686;126698;502694;08L026861;60
S02686;126698;502694;08L026862;180
S02686;126698;502694;08L026863;300
S02687;253747;464235;08L026871;60
S02687;253747;464235;08L026872;180
S02687;253747;464235;08L026873;300
S02688;191300;422540;08L026881;90
S02688;191300;422540;08L026882;210
S02688;191300;422540;08L026883;330
S02689;193300;418750;08L026891;140
S02689;193300;418750;08L026892;260
S02689;193300;418750;08L026893;10
S02690;115495;534452;08L026901;120
S02690;115495;534452;08L026902;240
S02690;115495;534452;08L026903;0
S02691;227340;460580;08L026911;60
S02691;227340;460580;08L026912;180
S02691;227340;460580;08L026913;300
S02694;136708;531529;08L026941;60
S02694;136708;531529;08L026942;180
S02694;136708;531529;08L026943;300
S02696;257606;468132;08L026961;90
S02696;257606;468132;08L026962;210
S02696;257606;468132;08L026963;330
S02698;145730;523517;08L026981;90
S02698;145730;523517;08L026982;180
S02698;145730;523517;08L026983;280
S02699;179360;416960;08L026991;60
S02699;179360;416960;08L026992;180
S02699;179360;416960;08L026993;300
S02701;231064;481914;08L027011;120
S02701;231064;481914;08L027012;240
S02701;231064;481914;08L027013;0
S02703;197946;396563;08L027031;85
S02703;197946;396563;08L027032;170
S02703;197946;396563;08L027033;350
S02704;226331;489671;08L027041;90
S02704;226331;489671;08L027042;210
S02704;226331;489671;08L027043;330
S02705;131232;458754;08L027051;60
S02705;131232;458754;08L027052;180
S02705;131232;458754;08L027053;300
S02707;184700;379450;08L027071;110
S02707;184700;379450;08L027072;230
S02707;184700;379450;08L027073;350
S02710;192635;421135;08L027101;120
S02710;192635;421135;08L027102;210
S02710;192635;421135;08L027103;300
S02714;177320;430365;08L027141;40
S02714;177320;430365;08L027142;180
S02714;177320;430365;08L027143;280
S02716;235300;497240;08L027161;120
S02716;235300;497240;08L027162;240
S02716;235300;497240;08L027163;0
S02724;234630;507620;08L027241;80
S02724;234630;507620;08L027242;180
S02725;242830;514443;08L027252;240
S02725;242830;514443;08L027253;20
S02726;175120;427370;08L027261;85
S02726;175120;427370;08L027262;175
S02726;175120;427370;08L027263;265
S02727;234900;511110;08L027271;60
S02727;234900;511110;08L027272;180
S02727;234900;511110;08L027273;300
S02728;223170;513490;08L027281;120
S02728;223170;513490;08L027282;240
S02728;223170;513490;08L027283;0
S02729;247579;525414;08L027291;90
S02729;247579;525414;08L027292;210
S02729;247579;525414;08L027293;330
S02730;133811;398237;08L027301;110
S02730;133811;398237;08L027302;200
S02730;133811;398237;08L027303;0
S02731;188613;437978;08L027311;140
S02731;188613;437978;08L027312;240
S02731;188613;437978;08L027313;340
S02732;187450;431375;08L027321;30
S02732;187450;431375;08L027322;150
S02732;187450;431375;08L027323;270
S02733;250163;532549;08L027331;30
S02733;250163;532549;08L027332;150
S02733;250163;532549;08L027333;270
S02736;179277;447439;08L027361;90
S02736;179277;447439;08L027362;200
S02736;179277;447439;08L027363;300
S02737;263616;521791;08L027371;60
S02737;263616;521791;08L027372;180
S02737;263616;521791;08L027373;300
S02738;260221;533003;08L027381;120
S02738;260221;533003;08L027382;240
S02738;260221;533003;08L027383;0
S02739;252897;478918;08L027391;90
S02739;252897;478918;08L027392;210
S02739;252897;478918;08L027393;300
S02740;251244;478636;08L027401;30
S02740;251244;478636;08L027402;150
S02740;251244;478636;08L027403;270
S02741;249641;477371;08L027411;90
S02741;249641;477371;08L027412;210
S02741;249641;477371;08L027413;330
S02743;187347;441022;08L027431;60
S02743;187347;441022;08L027432;180
S02743;187347;441022;08L027433;300
S02744;227032;537327;08L027441;60
S02744;227032;537327;08L027442;180
S02744;227032;537327;08L027443;300
S02745;109990;479696;08L027451;30
S02745;109990;479696;08L027452;150
S02745;109990;479696;08L027453;270
S02746;186520;529148;08L027461;60
S02746;186520;529148;08L027462;180
S02746;186520;529148;08L027463;300
S02747;180684;447007;08L027471;30
S02747;180684;447007;08L027472;100
S02747;180684;447007;08L027473;290
S02748;184072;448348;08L027481;60
S02748;184072;448348;08L027482;170
S02748;184072;448348;08L027483;280
S02749;204350;499859;08L027491;120
S02749;204350;499859;08L027492;240
S02749;204350;499859;08L027493;0
S02750;251557;474154;08L027501;90
S02750;251557;474154;08L027502;210
S02750;251557;474154;08L027503;330
S02751;270600;554680;08L027511;60
S02751;270600;554680;08L027512;180
S02751;270600;554680;08L027513;300
S02753;248750;553050;08L027531;5
S02753;248750;553050;08L027532;155
S02753;248750;553050;08L027533;270
S02755;255283;478474;08L027551;90
S02755;255283;478474;08L027552;210
S02755;255283;478474;08L027553;300
S02756;181054;443910;08L027561;130
S02756;181054;443910;08L027562;250
S02756;181054;443910;08L027563;20
S02757;184812;447291;08L027571;60
S02757;184812;447291;08L027572;160
